EventID,ActorName,TargetName,HostName,ActorID,TargetID,HostID,DyadID,Host_agency,Event_type,Year,Month,Day,Quarter,Eventsummary,Source,Host_agency,Twelve_rule,Announcementform,Crackdownform,Crackdown_dislodged,Crackdown_dislodged_justification,Crackdown_Leadershipdecapitation,Crackdown_Leadershipdecapitation_summary,Crackdown_intrusive,Crackdown_joint,Crackdown_intrusive_joint_summary,Dom_territoryname,Accession_eventclarity,Accession_dateclarity,Pledge_eventclarity,Pledge_dateclarity,Crackdown_eventclarity,Crackdown_dateclarity,Dom_eventclarity,Dom_dateclarity
140,Hizb-i Islami-yi Afghanistan,Afghanistan,Pakistan,299,700,770,726,,Toleration,2004,8,,,"(1) ”Pakistani officials who know the area say [that, after few follow-up mop-ups in June and July,] the military campaign is bogged down”; (2) ""But as Frontier Corps and army casualties mounted, the army pursued ’peace deals’ with the local militants”",Gall and Khan 2006; Jones and Fair 2010: 53,,,,,,,,,,,,,4,4,,,,,,
141,Hizb-i Islami-yi Afghanistan,Afghanistan,Pakistan,299,700,770,726,0,Crackdown,2008,8,12,,"(1) ""A missile strike against an alleged militant gathering point, suspected to have been launched by the United States, killed at least nine people (...) in northwestern Pakistan. (...) The camp was linked to the militant group of the Afghan warlord Gulbuddin Hekmatyar""; (2) ""President George W. Bush (...) approved orders in July that for the first time allow American Special Operations forces to carry out ground assaults inside Pakistan without the prior approval of the Pakistani government""; (3) ""An offensive near the Afghan border had killed more than 1,000 suspected insurgents and predicted that the region would be 'stabilized' within two months""",NYT 2008; Schmitt 2008; NYT 2008,0,,,3,,"""President George W. Bush (...) approved orders in July that for the first time allow American Special Operations forces to carry out ground assaults inside Pakistan"" (Schmidt 2008)",0,,1,0,"(1)  ""American Special Operations forces to carry out ground assaults inside Pakistan without the prior approval of the Pakistani government""",,,,,,4,4,,
142,Hizb-i Islami-yi Afghanistan,Afghanistan,Pakistan,299,700,770,726,,Toleration,2009,8,12,,"(1) ""Pakistan’s operations were not sustained over time. Pakistani efforts were marked by sweeps, searches, and occasional bloody battles, but none of these employed enough forces to hold territory""; (2) ""[This brought] American anger at Pakistan’s unwillingness to confront insurgents who launched attacks near Pakistani border posts, moved openly by the truckload across the frontier, and retreated to Pakistani territory for safety"" ",Jones and Fair 2010: 54; Mazzetti et al. 2010,,1,,,,,,,,,,,4,4,,,,,,
143,Hizb-i Wahdat,Afghanistan,Iran,300,700,630,732,,Accession,1998,8,,,"(1) ""the Government of Iran pressured these competing groups to unite in order to form a more formidable Shia counterweight (…) Accordingly, Hizb-i Wahdat was established on 18 July 1989 (...) its troops scattered and leader fled to Iran after the Hizb-i Wahdat headquarters was captured by the government in [August] 1998 (...) The Government of Iran was a significant benefactor to Hizb-i Wahdat and provided funding and arms.""",UCDP/actor/300,,,,,,,,,,,,,4,4,,,,,,
144,IMU,Uzbekistan,Afghanistan,359,704,700,871,,Accession,1999,8,,,"(1) ""IMU headquarters in Kabul and Kandahar (...) [were observed] on August 26, 1999""",Naumkin 2003: 43-44,,,,,,,,,,,,,3,2,,,,,,
145,IMU,Uzbekistan,Afghanistan,359,704,700,871,0,Crackdown_dislodged,2001,11,,,"(1) ""An IMU contingent was heavily involved in fighting around Mazar-i-Sharif and Konduz in November of 2001, and it appears that substantial numbers of IMU followers were killed during fighting in the latter city (…) [The IMU's] military leader, Juma Namangani, died from wounds received during U.S. bombing in the Mazar-i-Sharif region of Afghanistan""",Ruzaliev 2004: 30,0,,,3,,"""The IMU’s bases and men (…) became a target during the 2001 U.S.-led antiterrorist campaign in Afghanistan."" (Ruzaliev 2004: 29)",1,""" [The IMU's] military leader, Juma Namangani, died from wounds received during U.S. bombing in the Mazar-i-Sharif region of Afghanistan"" (Ruzaliev 2004: 30)",0,0,,,,,,,,,,
146,IMU,Uzbekistan,Kyrgyzstan,359,704,703,871,1,Crackdown,1999,8,,,"(1) ""[In late August] Kyrgyz troops launched a military operation""",Naumkin 2003: 42; Ruzaliev 2004: 28,1,,,3,,,0,,0,0,,,,,,,4,4,,
147,IMU,Uzbekistan,Kyrgyzstan,359,704,703,871,1,Crackdown_dislodged,1999,10,5,,"(1) ""The departure of the militants (...) took place in early October [1999]""",Naumkin 2003: 42; Ruzaliev 2004: 28,1,,,3,,"""[The] military operation that forced the militants back into Tajikistan"" (Naumkin 2003: 42)",0,,0,0,,,,,,,4,4,,
148,IMU,Uzbekistan,Kyrgyzstan,359,704,703,871,,Accession,1999,NA,,2,"(1) ""in the summer of 1999 (…) a network of IMU members and sympathizers was concentrated in one of Kyrgyztan's southern regions, Batken, (...) It is there, in the south of Kyrgyzstan, that two enclaves are located""",Naumkin 2003: 40,,,,,,,,,,,,,4,4,,,,,,
149,IMU,Uzbekistan,Tajikistan,359,704,702,871,,Accession,1997,NA,,3,"(1) ""Following the end of the civil war in Tajikistan in [June] 1997, IMU’s military leader Juma Namangani (…) settled in a Tajik[istan]"" (2) ""The IMU emerged after a number of Islamists fled Uzbekistan into neighboring Tajikistan as a result of Karimov’s domestic crackdown.""",Ruzaliev 2004: 23; Miller 2006: 66,,,,,,,,,,,,,4,4,,,,,,
150,IMU,Uzbekistan,Tajikistan,359,704,702,871,1,Crackdown,1999,11,,,"(1) ""[There was a] deportantion of the IMU's fighters [from Tajikistan] to Afghanistan in November 1999""",Naumkin 2003: 45,1,,,4,,"""[They] could not remain long there because of the mounting pressure from the Uzbek and Kyrgyz governments on the Tajik government’s inability to deal with the IMU"" (Ruzaliev 2004: 28)",0,,0,0,,,,,,,,,,
151,IMU,Uzbekistan,Tajikistan,359,704,702,871,,Toleration,2001,12,,,"(1) ""[Following the US Afghanistan campaign,] IMU fighters had fled the bombing and returned to Central Asia [and in particular,] Tajikistan""",Naukim 2003: 58,,,,,,,,,,,,,3,4,,,,,,
152,IMU,Uzbekistan,Tajikistan,359,704,702,871,2,Crackdown_dislodged,2002,7,,,"(1) ""The Tavildara Valley in Tajikistan, once Namangani’s impregnable stronghold is firmly in the control of the Tajik government forces working with CIA operatives hunting down IMU stragglers""",Parker 2003: 48,2,,,4,,"""[On June 25, 2002,] Tajikistan's Security Ministry, supported by the CIA had conducted a search for IMU forces in the mountains of Tajikistan but had failed to find any evidence of an IMU presence"" (Naimkin 2003: 61)",0,,0,0,,,,,,,4,2,,
153,IMU,Uzbekistan,Uzbekistan,359,704,704,871,,Dom gain,2000,7,,,"(1) ""In July 2000, the IMU launched their second campaign ... [and] built fortified areas in the mountains along a major road into the Ferghana Valley""",Parker 2003: 31,,,,,,,0,,,,,Parts of Ferghana Valley,,,,,,,4,3
154,IMU,Uzbekistan,Uzbekistan,359,704,704,871,,Dom loss,2000,8,,,"(1) ""Uzbek special forces, fresh from Russian and US training, finally forced the IMU from their positions after a month of hard fighting""",Parker 2003: 31,,,,,,,0,,,,,Parts of Ferghana Valley,,,,,,,4,3
155,Jam'iyyat-i Islami-yi Afghanistan,Afghanistan,Pakistan,292,700,770,724,,Accession,1975,NA,,1,"(1) ""The Peshawar-based parties (...) include four Islamist groups -- Hizb-i Islami (…)  Jamiat-i Islami""; (2) ""In 1975 (…) Burhanuddin Rabbani [the leader of JI] emigrated to Pakistan. (…) As later became known, they conducted military preparations under the leadership of instructors from the elite special services of Pakistan.""",Weinbaum 1991: 74; Rumer 2005: 159,,,,,,,,,,,,,4,3,,,,,,
156,JEM,Sudan,Chad,468,625,483,665,,Accession,2003,1,,,"(1) ""The Justice and Equality Movement (JEM) was established early in 2003 by a group of educated, politically experienced Darfurians""; (2) ""[When] insurgencies started in Sudan (...) Déby was unable and – even though only on a hidden agenda – unwilling to stop (...) the Justice and Equality Movement (JEM), from using Chad as a rear base. (...) Déby consistently refused to directly support to Sudanese rebels.""",Small Arms Survey 2011: 1; Meerpohl 2013: 4,,,,,,,,,,,,,5,5,,,,,,
157,JEM,Sudan,Chad,468,625,483,665,1,Crackdown,2003,3,,,"(1) ""In March and April 2003, Déby wanted to help Bashir fighting the SLA and the JEM and sent Chadian troops to Darfur via the border town of Tiné.""; (2) ""[Déby] took military action against them""; (3) ""Throughout the first two years of the conflict in Darfur, Khartoum provided Déby with funds to divide and weaken the Darfur insurgency, notably the Justice and Equality Movement (JEM)""; (4) ""At the beginning of the insurrection the GoS had benefited from almost total support from Idris Deby who even sent troops and a couple of helicopters to help chase the rebels""; (5) ""In 2003, Chadian soldiers (...) entered Sudan for the first time, alongside the Sudanese army, to fight against the Darfur rebels.""",Meerpohl 2013: 4; Berg 2008: 77; Marchal 2008: 432; Prunier 2011: 98; Gnanguênon 2021: 17,1,,,3,,"""[Déby] took military action against them""; however, Chadian soldiers often ""gave the rebel movements advance warning"" (Meerpohl 2013: 4; Berg 2008: 77)",0,,0,0,,,,,,,3,4,,
158,JEM,Sudan,Chad,468,625,483,665,,Toleration,2003,5,,,"(1) ""[Yet, in the wake of operations last observed in May] the Chadian soldiers – mainly Zaghawa themselves – showed little motivation to fight against other Zaghawa and, instead, gave the rebel movements advance warning of the planned attack by the Chadian army""",Meerpohl 2013: 4,,,,,,,,,,,,,2,2,,,,,,
159,JEM,Sudan,Chad,468,625,483,665,1,Pledge,2004,3,,,"(1) ""In March 2004, the Chadian government offered new pledges of fidelity to the Sudanese government. This led to the creation of a dissident group within the JEM, namely the National Movement for Reform and Development (NMRD)""",Tubiana 2008: 27,1,,1,,,,,,,,,,,,3,3,,,,
160,JEM,Sudan,Chad,468,625,483,665,,Toleration,2005,3,,,,,,1,,,,,,,,,,,,,,,,,,
161,JEM,Sudan,Chad,468,625,483,665,1,Pledge,2006,7,26,,"(1) ""High-level talks held in Libya resulted in an announcement of mended relations (...) and a pledge from both governments to end support to the respective opposition groups operating from both countries.""; (2) ""Last week the two states' presidents agreed at a mini-summit in Tripoli to ban insurgents from setting up bases in each country""; (3) "" On 26 July 2006, an agreement was signed in which both governments agreed not to give refuge any more to the other’s rebels. (...) Though short-lived, the agreement was the first bilateral attempt to yield any real effect on the ground""",HRW 2006; Reuter; Tubiana 2008: 29,1,,2,,,,,,,,,,,,4,4,,,,
162,JEM,Sudan,Chad,468,625,483,665,1,Crackdown_dislodged,2006,8,,,"(1) ""[After the deal and before September 2006] it seems that Déby did play the game to some extent and asked the Darfur rebels to leave Chad. Some of them went abroad or to rebel areas in Darfur; others remained in Chad, acting more discreetly.""",Tubiana 2008: 29,1,,,5,,"""Some of them went abroad or to rebel areas in Darfur; others remained in Chad, acting more discreetly."" (Tubiana 2008: 29)",0,,0,0,,,,,,,4,4,,
163,JEM,Sudan,Chad,468,625,483,665,,Toleration,2006,10,,,"(1) ""Because of (...) new attacks, for which the Chadian government mostly blamed Khartoum, the bilateral agreement was shattered. At the end of September, the Sudanese rebels hoped that Chad would once again show some support for their cause, which seems to have happened at the beginning of October.""",Tubiana 2008: 30,,,,,,,,,,,,,4,4,,,,,,
164,JEM,Sudan,Chad,468,625,483,665,1,Pledge,2007,5,,,"(1) ""The two countries [Sudan and Chad] set up a joint military committee to monitor the border and in May the two presidents signed a reconciliation accord in Saudi Arabia""",Shinn 2015: 282,1,,2,,,,,,,,,,,,4,4,,,,
165,JEM,Sudan,Chad,468,625,483,665,,Toleration,2008,5,,,,,,1,,,,,,,,,,,,,,,,,,
166,JEM,Sudan,Chad,468,625,483,665,1,Pledge,2009,6,,,"(1) ""It was actually in June 2009 that Déby's people told the [JEM and SLM/A] guerrillas that they needed to get out of there [Chad], and many of them did"" (2) ""In August 2009, first talks between Chad and Sudan were held in Tripoli with Gaddafi’s support""",Marchal 2022; Meerpohl 2013: 6,1,,6,5,,"Déby's people told the [JEM and SLM/A] guerrillas that they needed to get out of there [Chad], and many of them did"" (Marchal 2022)",,,0,0,,,,,4,4,3,4,,
167,JEM,Sudan,Chad,468,625,483,665,1,Crackdown,2010,1,,,"(1) ""In August 2009, first talks between Chad and Sudan were held in Tripoli with Gaddafi’s support and an agreement was signed in January 2010. When the rapprochement reached the ground, pressure mounted on the JEM and border crossings became more difficult""; (2) ""JEM’s leader was not anymore authorized to stay in Chad ""; (3) ""N’Djamena turned its back on the rebel group last year after a rapprochement with Khartoum.""",Meerpohl 2013: 6; Marchal 2016: 7-8; Reuters 2011,1,,,3,,,0,,0,1,"(1) ""The deployment since early 2010 of a joint Sudan–Chad Border Force""; (2) ""An agreement [between Chad and Sudan] was signed in January 2010. When the rapprochement reached the ground, pressure mounted on the JEM and border crossings became more difficult""",,,,,,4,4,,
